amendment	plant_code	plant_species	tissue	dryweight
BSFFF	H	B. oleracea var capitata	root	0.0027
BSFFF	H	B. oleracea var capitata	root	0.0043
BSFFF	H	B. oleracea var capitata	root	0.0024
BSFFF	H	B. oleracea var capitata	root	0.0037
BSFFF	H	B. oleracea var capitata	root	0.003
BSFFF	H	B. oleracea var capitata	root	0.0025
BSFFF	H	B. oleracea var capitata	root	0.0056
BSFFF	H	B. oleracea var capitata	root	0.0081
BSFFF	I	Cucumis sativus	root	0.0063
BSFFF	I	Cucumis sativus	root	0.0055
BSFFF	I	Cucumis sativus	root	0.0116
BSFFF	I	Cucumis sativus	root	0.012
BSFFF	I	Cucumis sativus	root	0.014
BSFFF	I	Cucumis sativus	root	0.0063
BSFFF	I	Cucumis sativus	root	0.0041
BSFFF	I	Cucumis sativus	root	0.0049
BSFFF	I	Cucumis sativus	root	0.0154
BSFFF	I	Cucumis sativus	root	0.0079
BSFFF	I	Cucumis sativus	root	0.0201
BSFFF	I	Cucumis sativus	root	0.0124
BSFFF	I	Cucumis sativus	root	0.0046
BSFFF	I	Cucumis sativus	root	0.0103
BSFFF	I	Cucumis sativus	root	0.0096
BSFFF	I	Cucumis sativus	root	0.0082
BSFFF	I	Cucumis sativus	root	0.0105
BSFFF	I	Cucumis sativus	root	0.008
BSFFF	I	Cucumis sativus	root	0.0083
BSFFF	I	Cucumis sativus	root	0.0074
BSFFF	I	Cucumis sativus	root	0.007
BSFFF	I	Cucumis sativus	root	0.0057
BSFFF	J	Solanum lycopersicum	root	0.0018
BSFFF	J	Solanum lycopersicum	root	0.0035
BSFFF	J	Solanum lycopersicum	root	0.0005
BSFFF	J	Solanum lycopersicum	root	0.0022
BSFFF	J	Solanum lycopersicum	root	0.0021
BSFFF	J	Solanum lycopersicum	root	0.0023
BSFFF	J	Solanum lycopersicum	root	0.0022
BSFFF	J	Solanum lycopersicum	root	0.0031
BSFFF	J	Solanum lycopersicum	root	0.0028
BSFFF	J	Solanum lycopersicum	root	0.002
BSFFF	J	Solanum lycopersicum	root	0.0049
BSFFF	J	Solanum lycopersicum	root	0.0033
BSFFF	J	Solanum lycopersicum	root	0.0029
BSFFF	J	Solanum lycopersicum	root	0.0018
BSFFF	J	Solanum lycopersicum	root	0.0039
BSFFF	J	Solanum lycopersicum	root	0.0046
BSFFF	J	Solanum lycopersicum	root	0.0035
BSFFF	J	Solanum lycopersicum	root	0.0015
BSFFF	J	Solanum lycopersicum	root	0.0068
BSFFF	J	Solanum lycopersicum	root	0.0018
BSFFF	J	Solanum lycopersicum	root	0.0042
BSFFF	K	Capsicum annuum	root	0.0029
BSFFF	K	Capsicum annuum	root	0.0017
BSFFF	K	Capsicum annuum	root	0.0018
BSFFF	L	Zea mays	root	0.0102
BSFFF	L	Zea mays	root	0.0031
BSFFF	L	Zea mays	root	0.0056
BSFFF	L	Zea mays	root	0.0262
BSFFF	L	Zea mays	root	0.004
BSFFF	L	Zea mays	root	0.0412
BSFFF	L	Zea mays	root	0.0288
BSFFF	L	Zea mays	root	0.0262
BSFFF	L	Zea mays	root	0.0127
BSFFF	L	Zea mays	root	0.0219
BSFFF	L	Zea mays	root	0.0218
BSFFF	L	Zea mays	root	0.0136
BSFFF	L	Zea mays	root	0.0241
BSFFF	L	Zea mays	root	0.015
BSFFF	L	Zea mays	root	0.0291
BSFFF	L	Zea mays	root	0.0315
BSFFF	L	Zea mays	root	0.0406
BSFFF	L	Zea mays	root	0.0367
BSFFF	L	Zea mays	root	0.0251
BSFFF	L	Zea mays	root	0.0356
BSFFF	L	Zea mays	root	0.0239
BSFFF	M	Triticum aestivum	root	0.0105
BSFFF	M	Triticum aestivum	root	0.008
BSFFF	M	Triticum aestivum	root	0.0121
BSFFF	M	Triticum aestivum	root	0.0089
BSFFF	M	Triticum aestivum	root	0.0116
BSFFF	M	Triticum aestivum	root	0.0077
BSFFF	M	Triticum aestivum	root	0.0098
BSFFF	M	Triticum aestivum	root	0.0169
BSFFF	M	Triticum aestivum	root	0.0132
BSFFF	M	Triticum aestivum	root	0.022
BSFFF	M	Triticum aestivum	root	0.0139
BSFFF	M	Triticum aestivum	root	0.0101
BSFFF	M	Triticum aestivum	root	0.0093
BSFFF	M	Triticum aestivum	root	0.0144
BSFFF	M	Triticum aestivum	root	0.0335
BSFFF	M	Triticum aestivum	root	0.0133
BSFFF	M	Triticum aestivum	root	0.007
BSFFF	M	Triticum aestivum	root	0.0086
BSFFF	N	Pisum sativum	root	0.0237
BSFFF	N	Pisum sativum	root	0.016
BSFFF	N	Pisum sativum	root	0.0099
BSFFF	N	Pisum sativum	root	0.0404
BSFFF	N	Pisum sativum	root	0.02
BSFFF	N	Pisum sativum	root	0.0183
BSFFF	N	Pisum sativum	root	0.0237
BSFFF	N	Pisum sativum	root	0.013
BSFFF	N	Pisum sativum	root	0.0171
BSFFF	N	Pisum sativum	root	0.0215
BSFFF	N	Pisum sativum	root	0.0043
BSFFF	N	Pisum sativum	root	0.0257
BSFFF	N	Pisum sativum	root	0.0227
BSFFF	N	Pisum sativum	root	0.0217
BSFFF	N	Pisum sativum	root	0.015
BSFFF	N	Pisum sativum	root	0.0178
BSFFF	N	Pisum sativum	root	0.0199
BSFFF	N	Pisum sativum	root	0.0237
BSFFF	N	Pisum sativum	root	0.0138
BSFFF	N	Pisum sativum	root	0.0218
BSFFF	N	Pisum sativum	root	0.0101
BSFFF	N	Pisum sativum	root	0.0186
BSFFF	N	Pisum sativum	root	0.0128
BSFFF	O	Vicia faba	root	0.0573
BSFFF	O	Vicia faba	root	0.1594
BSFFF	O	Vicia faba	root	0.0549
BSFFF	O	Vicia faba	root	0.1053
BSFFF	O	Vicia faba	root	0.0709
BSFFF	O	Vicia faba	root	0.0809
BSFFF	O	Vicia faba	root	0.0838
BSFFF	O	Vicia faba	root	0.0958
BSFFF	O	Vicia faba	root	0.105
BSFFF	O	Vicia faba	root	0.082
BSFFF	O	Vicia faba	root	0.1174
BSFFF	O	Vicia faba	root	0.0766
BSFFF	O	Vicia faba	root	0.105
BSFFF	O	Vicia faba	root	0.103
BSFFF	O	Vicia faba	root	0.0984
BSFFF	O	Vicia faba	root	0.0753
BSFFF	O	Vicia faba	root	0.1127
BSFFF	O	Vicia faba	root	0.0858
BSFFF	O	Vicia faba	root	0.0677
BSFFF	P	Fagopyrum esculentum	root	0.0049
BSFFF	P	Fagopyrum esculentum	root	0.0135
BSFFF	P	Fagopyrum esculentum	root	0.0118
BSFFF	P	Fagopyrum esculentum	root	0.0196
BSFFF	P	Fagopyrum esculentum	root	0.0049
BSFFF	P	Fagopyrum esculentum	root	0.0105
BSFFF	P	Fagopyrum esculentum	root	0.0116
BSFFF	P	Fagopyrum esculentum	root	0.0065
BSFFF	P	Fagopyrum esculentum	root	0.0008
BSFFF	P	Fagopyrum esculentum	root	0.0016
BSFFF	P	Fagopyrum esculentum	root	0.0068
BSFFF	P	Fagopyrum esculentum	root	0.021
BSFFF	P	Fagopyrum esculentum	root	0.0071
BSFFF	P	Fagopyrum esculentum	root	0.0041
BSFFF	P	Fagopyrum esculentum	root	0.0132
BSFFF	P	Fagopyrum esculentum	root	0.0047
BSFFF	P	Fagopyrum esculentum	root	0.0083
BSFFF	P	Fagopyrum esculentum	root	0.0098
BSFFF	P	Fagopyrum esculentum	root	0.0042
BSFFF	Q	Borago officinalis	root	0.0036
BSFFF	Q	Borago officinalis	root	0.0029
BSFFF	Q	Borago officinalis	root	0.0167
BSFFF	Q	Borago officinalis	root	0.001
BSFFF	Q	Borago officinalis	root	0.0033
BSFFF	Q	Borago officinalis	root	0.0075
BSFFF	Q	Borago officinalis	root	0.0075
BSFFF	Q	Borago officinalis	root	0.0095
BSFFF	Q	Borago officinalis	root	0.004
BSFFF	Q	Borago officinalis	root	0.0046
BSFFF	Q	Borago officinalis	root	0.01
BSFFF	Q	Borago officinalis	root	0.0089
BSFFF	Q	Borago officinalis	root	0.0033
BSFFF	Q	Borago officinalis	root	0.0057
BSFFF	Q	Borago officinalis	root	0.0074
BSFFF	Q	Borago officinalis	root	0.0045
BSFFF	Q	Borago officinalis	root	0.0078
BSFFF	Q	Borago officinalis	root	0.0044
BSFFF	Q	Borago officinalis	root	0.0051
BSFFF	Q	Borago officinalis	root	0.0024
BSFFF	Q	Borago officinalis	root	0.003
BSFFF	Q	Borago officinalis	root	0.004
BSFFF	Q	Borago officinalis	root	0.0076
BSFFF	R	Lactuca sativa	root	0.0028
BSFFF	R	Lactuca sativa	root	0.001
BSFFF	R	Lactuca sativa	root	0.003
BSFFF	R	Lactuca sativa	root	0.0057
BSFFF	R	Lactuca sativa	root	0.0014
BSFFF	R	Lactuca sativa	root	0.004
BSFFF	R	Lactuca sativa	root	0.0035
BSFFF	R	Lactuca sativa	root	0.0037
BSFFF	R	Lactuca sativa	root	0.0152
BSFFF	R	Lactuca sativa	root	0.0051
BSFFF	R	Lactuca sativa	root	0.0049
BSFFF	R	Lactuca sativa	root	0.0035
BSFFF	R	Lactuca sativa	root	0.0066
BSFFF	R	Lactuca sativa	root	0.0094
BSFFF	R	Lactuca sativa	root	0.0037
BSFFF	R	Lactuca sativa	root	0.0025
BSFFF	R	Lactuca sativa	root	0.0029
BSFFF	R	Lactuca sativa	root	0.0049
BSFFF	R	Lactuca sativa	root	0.0014
BSFFF	R	Lactuca sativa	root	0.0046
BSFFF	R	Lactuca sativa	root	0.0041
BSFFF	R	Lactuca sativa	root	0.002
BSFFF	R	Lactuca sativa	root	0.001
BSFFF	R	Lactuca sativa	root	0.0034
BSFFF	S	Phacelia tanacetifolia	root	0.0012
BSFFF	S	Phacelia tanacetifolia	root	0.001
BSFFF	S	Phacelia tanacetifolia	root	0.0018
BSFFF	S	Phacelia tanacetifolia	root	0.004
BSFFF	S	Phacelia tanacetifolia	root	0.0025
BSFFF	S	Phacelia tanacetifolia	root	0.0016
BSFFF	S	Phacelia tanacetifolia	root	0.0019
BSFFF	S	Phacelia tanacetifolia	root	0.0028
BSFFF	S	Phacelia tanacetifolia	root	0.0022
BSFFF	S	Phacelia tanacetifolia	root	0.0028
BSFFF	S	Phacelia tanacetifolia	root	0.0029
BSFFF	S	Phacelia tanacetifolia	root	0.0019
BSFFF	S	Phacelia tanacetifolia	root	0.0032
BSFFF	S	Phacelia tanacetifolia	root	0.0023
BSFFF	S	Phacelia tanacetifolia	root	0.0015
BSFFF	S	Phacelia tanacetifolia	root	0.0115
BSFFF	S	Phacelia tanacetifolia	root	0.0022
BSFFF	S	Phacelia tanacetifolia	root	0.0016
BSFFF	S	Phacelia tanacetifolia	root	0.0009
BSFFF	T	Helianthus annuus	root	0.041
BSFFF	T	Helianthus annuus	root	0.0049
BSFFF	T	Helianthus annuus	root	0.006
BSFFF	T	Helianthus annuus	root	0.0104
BSFFF	T	Helianthus annuus	root	0.0124
BSFFF	T	Helianthus annuus	root	0.0095
BSFFF	T	Helianthus annuus	root	0.0112
BSFFF	T	Helianthus annuus	root	0.0034
BSFFF	T	Helianthus annuus	root	0.0102
BSFFF	T	Helianthus annuus	root	0.0172
BSFFF	T	Helianthus annuus	root	0.0224
BSFFF	T	Helianthus annuus	root	0.0082
BSFFF	T	Helianthus annuus	root	0.0025
BSFFF	T	Helianthus annuus	root	0.0263
BSFFF	T	Helianthus annuus	root	0.0257
BSFFF	T	Helianthus annuus	root	0.0163
BSFFF	T	Helianthus annuus	root	0.0099
BSFFF	T	Helianthus annuus	root	0.0095
BSFFF	T	Helianthus annuus	root	0.0135
BSFFF	T	Helianthus annuus	root	0.0105
BSFFF	T	Helianthus annuus	root	0.0177
BSFFF	T	Helianthus annuus	root	0.0068
BSFFF	T	Helianthus annuus	root	0.0087
BSFFF	T	Helianthus annuus	root	0.0156
BSFFF	T	Helianthus annuus	root	0.0177
BSFFF	U	Trifolium pratense	root	0.0012
BSFFF	U	Trifolium pratense	root	0.0018
BSFFF	U	Trifolium pratense	root	0.0013
BSFFF	U	Trifolium pratense	root	0.0023
BSFFF	U	Trifolium pratense	root	0.0022
BSFFF	U	Trifolium pratense	root	0.0048
BSFFF	U	Trifolium pratense	root	0.0011
BSFFF	U	Trifolium pratense	root	0.0014
BSFFF	U	Trifolium pratense	root	0.0046
BSFFF	U	Trifolium pratense	root	0.0008
BSFFF	U	Trifolium pratense	root	0.0012
BSFFF	U	Trifolium pratense	root	0.0034
_Control	A	Allium cepa	shoot	0.0837
_Control	A	Allium cepa	shoot	0.0005
_Control	A	Allium cepa	shoot	0.004
_Control	A	Allium cepa	shoot	0.0023
_Control	A	Allium cepa	shoot	0.0019
_Control	A	Allium cepa	shoot	0.0026
_Control	A	Allium cepa	shoot	0.0012
_Control	A	Allium cepa	shoot	0.0042
_Control	A	Allium cepa	shoot	0.0016
_Control	A	Allium cepa	shoot	0.0038
_Control	A	Allium cepa	shoot	0.0028
_Control	A	Allium cepa	shoot	0.0018
_Control	A	Allium cepa	shoot	0.0016
_Control	A	Allium cepa	shoot	0.0041
_Control	A	Allium cepa	shoot	0.004
_Control	A	Allium cepa	shoot	0.0042
_Control	A	Allium cepa	shoot	0.0076
_Control	A	Allium cepa	shoot	0.0018
_Control	A	Allium cepa	shoot	0.0016
_Control	B	Daucus carota	shoot	0.0005
_Control	B	Daucus carota	shoot	0.0032
_Control	B	Daucus carota	shoot	0.0011
_Control	B	Daucus carota	shoot	0.0006
_Control	B	Daucus carota	shoot	0.0018
_Control	B	Daucus carota	shoot	0.0013
_Control	B	Daucus carota	shoot	0.0019
_Control	B	Daucus carota	shoot	0.0268
_Control	B	Daucus carota	shoot	0.0019
_Control	B	Daucus carota	shoot	0.0022
_Control	B	Daucus carota	shoot	0.0012
_Control	B	Daucus carota	shoot	0.0011
_Control	B	Daucus carota	shoot	0.0004
_Control	B	Daucus carota	shoot	0.0003
_Control	B	Daucus carota	shoot	0.0012
_Control	C	Brassica napus	shoot	0.0093
_Control	C	Brassica napus	shoot	0.0036
_Control	C	Brassica napus	shoot	0.0174
_Control	C	Brassica napus	shoot	0.0251
_Control	C	Brassica napus	shoot	0.0158
_Control	C	Brassica napus	shoot	0.0173
_Control	C	Brassica napus	shoot	0.0049
_Control	C	Brassica napus	shoot	0.0075
_Control	C	Brassica napus	shoot	0.0065
_Control	C	Brassica napus	shoot	0.0066
_Control	C	Brassica napus	shoot	0.0126
_Control	C	Brassica napus	shoot	0.0126
_Control	C	Brassica napus	shoot	0.0092
_Control	C	Brassica napus	shoot	0.0061
_Control	C	Brassica napus	shoot	0.0068
_Control	C	Brassica napus	shoot	0.007
_Control	C	Brassica napus	shoot	0.0093
_Control	C	Brassica napus	shoot	0.0086
_Control	C	Brassica napus	shoot	0.0069
_Control	C	Brassica napus	shoot	0.0088
_Control	C	Brassica napus	shoot	0.0032
_Control	C	Brassica napus	shoot	0.007
_Control	C	Brassica napus	shoot	0.0069
_Control	D	B. oleracea var gemmifera	shoot	0.0036
_Control	D	B. oleracea var gemmifera	shoot	0.0076
_Control	D	B. oleracea var gemmifera	shoot	0.0113
_Control	D	B. oleracea var gemmifera	shoot	0.0166
_Control	D	B. oleracea var gemmifera	shoot	0.0077
_Control	D	B. oleracea var gemmifera	shoot	0.0052
_Control	D	B. oleracea var gemmifera	shoot	0.0101
_Control	D	B. oleracea var gemmifera	shoot	0.0102
_Control	D	B. oleracea var gemmifera	shoot	0.0048
_Control	D	B. oleracea var gemmifera	shoot	0.0165
_Control	D	B. oleracea var gemmifera	shoot	0.0032
_Control	D	B. oleracea var gemmifera	shoot	0.007
_Control	D	B. oleracea var gemmifera	shoot	0.0088
_Control	D	B. oleracea var gemmifera	shoot	0.002
_Control	D	B. oleracea var gemmifera	shoot	0.0067
_Control	D	B. oleracea var gemmifera	shoot	0.0095
_Control	D	B. oleracea var gemmifera	shoot	0.009
_Control	D	B. oleracea var gemmifera	shoot	0.0092
_Control	D	B. oleracea var gemmifera	shoot	0.0195
_Control	D	B. oleracea var gemmifera	shoot	0.0048
_Control	D	B. oleracea var gemmifera	shoot	0.011
_Control	D	B. oleracea var gemmifera	shoot	0.0123
_Control	D	B. oleracea var gemmifera	shoot	0.0082
_Control	D	B. oleracea var gemmifera	shoot	0.01
_Control	D	B. oleracea var gemmifera	shoot	0.0063
_Control	D	B. oleracea var gemmifera	shoot	0.0081
_Control	D	B. oleracea var gemmifera	shoot	0.0075
_Control	D	B. oleracea var gemmifera	shoot	0.008
_Control	D	B. oleracea var gemmifera	shoot	0.0092
_Control	D	B. oleracea var gemmifera	shoot	0.0083
_Control	E	Cucurbita maxima	shoot	0.0645
_Control	E	Cucurbita maxima	shoot	0.0865
_Control	E	Cucurbita maxima	shoot	0.0777
_Control	E	Cucurbita maxima	shoot	0.0806
_Control	E	Cucurbita maxima	shoot	0.0524
_Control	E	Cucurbita maxima	shoot	0.0731
_Control	E	Cucurbita maxima	shoot	0.0826
_Control	E	Cucurbita maxima	shoot	0.0662
_Control	E	Cucurbita maxima	shoot	0.0728
_Control	E	Cucurbita maxima	shoot	0.0609
_Control	E	Cucurbita maxima	shoot	0.0116
_Control	E	Cucurbita maxima	shoot	0.0581
_Control	E	Cucurbita maxima	shoot	0.0675
_Control	E	Cucurbita maxima	shoot	0.0773
_Control	E	Cucurbita maxima	shoot	0.068
_Control	E	Cucurbita maxima	shoot	0.066
_Control	E	Cucurbita maxima	shoot	0.056
_Control	E	Cucurbita maxima	shoot	0.0645
_Control	E	Cucurbita maxima	shoot	0.0701
_Control	E	Cucurbita maxima	shoot	0.0647
_Control	E	Cucurbita maxima	shoot	0.0744
_Control	E	Cucurbita maxima	shoot	0.113
_Control	E	Cucurbita maxima	shoot	0.0705
_Control	E	Cucurbita maxima	shoot	0.073
_Control	E	Cucurbita maxima	shoot	0.0631
_Control	E	Cucurbita maxima	shoot	0.0567
_Control	E	Cucurbita maxima	shoot	0.063
_Control	E	Cucurbita maxima	shoot	0.0863
_Control	F	Raphanus sativus	shoot	0.0094
_Control	F	Raphanus sativus	shoot	0.015
_Control	F	Raphanus sativus	shoot	0.0185
_Control	F	Raphanus sativus	shoot	0.0161
_Control	F	Raphanus sativus	shoot	0.0143
_Control	F	Raphanus sativus	shoot	0.0108
_Control	F	Raphanus sativus	shoot	0.0081
_Control	F	Raphanus sativus	shoot	0.0195
_Control	F	Raphanus sativus	shoot	0.0112
_Control	F	Raphanus sativus	shoot	0.0149
_Control	F	Raphanus sativus	shoot	0.0198
_Control	F	Raphanus sativus	shoot	0.0364
_Control	F	Raphanus sativus	shoot	0.0146
_Control	F	Raphanus sativus	shoot	0.0121
_Control	F	Raphanus sativus	shoot	0.0188
_Control	F	Raphanus sativus	shoot	0.0183
_Control	F	Raphanus sativus	shoot	0.014
_Control	F	Raphanus sativus	shoot	0.0186
_Control	F	Raphanus sativus	shoot	0.0136
_Control	F	Raphanus sativus	shoot	0.0147
_Control	G	Beta vulgaris	shoot	0.0024
_Control	G	Beta vulgaris	shoot	0.0014
_Control	G	Beta vulgaris	shoot	0.083
_Control	G	Beta vulgaris	shoot	0.0026
_Control	G	Beta vulgaris	shoot	0.0055
_Control	G	Beta vulgaris	shoot	0.0047
_Control	G	Beta vulgaris	shoot	0.005
_Control	G	Beta vulgaris	shoot	0.0068
_Control	G	Beta vulgaris	shoot	0.003
_Control	G	Beta vulgaris	shoot	0.0054
_Control	G	Beta vulgaris	shoot	0.0043
_Control	G	Beta vulgaris	shoot	0.0044
_Control	G	Beta vulgaris	shoot	0.0031
_Control	G	Beta vulgaris	shoot	0.0063
_Control	G	Beta vulgaris	shoot	0.0035
_Control	G	Beta vulgaris	shoot	0.0049
_Control	G	Beta vulgaris	shoot	0.0052
_Control	G	Beta vulgaris	shoot	0.0037
_Control	G	Beta vulgaris	shoot	0.0048
_Control	G	Beta vulgaris	shoot	0.0031
_Control	G	Beta vulgaris	shoot	0.0044
_Control	G	Beta vulgaris	shoot	0.0014
_Control	G	Beta vulgaris	shoot	0.003
_Control	H	B. oleracea var capitata	shoot	0.0065
_Control	H	B. oleracea var capitata	shoot	0.0052
_Control	H	B. oleracea var capitata	shoot	0.006
_Control	H	B. oleracea var capitata	shoot	0.0071
_Control	H	B. oleracea var capitata	shoot	0.0072
_Control	H	B. oleracea var capitata	shoot	0.0059
_Control	H	B. oleracea var capitata	shoot	0.0064
_Control	H	B. oleracea var capitata	shoot	0.0051
_Control	H	B. oleracea var capitata	shoot	0.0069
_Control	H	B. oleracea var capitata	shoot	0.0091
_Control	H	B. oleracea var capitata	shoot	0.0058
_Control	H	B. oleracea var capitata	shoot	0.0054
_Control	H	B. oleracea var capitata	shoot	0.0061
_Control	H	B. oleracea var capitata	shoot	0.0075
_Control	H	B. oleracea var capitata	shoot	0.0082
_Control	H	B. oleracea var capitata	shoot	0.0067
_Control	H	B. oleracea var capitata	shoot	0.0051
_Control	H	B. oleracea var capitata	shoot	0.0097
_Control	H	B. oleracea var capitata	shoot	0.0055
_Control	H	B. oleracea var capitata	shoot	0.0075
_Control	H	B. oleracea var capitata	shoot	0.0044
_Control	H	B. oleracea var capitata	shoot	0.0046
_Control	H	B. oleracea var capitata	shoot	0.007
_Control	H	B. oleracea var capitata	shoot	0.0055
_Control	H	B. oleracea var capitata	shoot	0.0076
_Control	H	B. oleracea var capitata	shoot	0.0061
_Control	H	B. oleracea var capitata	shoot	0.0086
_Control	I	Cucumis sativus	shoot	0.0279
_Control	I	Cucumis sativus	shoot	0.0279
_Control	I	Cucumis sativus	shoot	0.0226
_Control	I	Cucumis sativus	shoot	0.0255
_Control	I	Cucumis sativus	shoot	0.0199
_Control	I	Cucumis sativus	shoot	0.0102
_Control	I	Cucumis sativus	shoot	0.0191
_Control	I	Cucumis sativus	shoot	0.0197
_Control	I	Cucumis sativus	shoot	0.0145
_Control	I	Cucumis sativus	shoot	0.0245
_Control	I	Cucumis sativus	shoot	0.0222
_Control	I	Cucumis sativus	shoot	0.0252
_Control	I	Cucumis sativus	shoot	0.0272
_Control	I	Cucumis sativus	shoot	0.0256
_Control	I	Cucumis sativus	shoot	0.0455
_Control	I	Cucumis sativus	shoot	0.0129
_Control	I	Cucumis sativus	shoot	0.0159
_Control	I	Cucumis sativus	shoot	0.0224
_Control	I	Cucumis sativus	shoot	0.021
_Control	I	Cucumis sativus	shoot	0.0242
_Control	I	Cucumis sativus	shoot	0.0155
_Control	I	Cucumis sativus	shoot	0.0159
_Control	J	Solanum lycopersicum	shoot	0.0064
_Control	J	Solanum lycopersicum	shoot	0.0014
_Control	J	Solanum lycopersicum	shoot	0.0036
_Control	J	Solanum lycopersicum	shoot	0.0044
_Control	J	Solanum lycopersicum	shoot	0.0012
_Control	J	Solanum lycopersicum	shoot	0.0026
_Control	J	Solanum lycopersicum	shoot	0.0041
_Control	J	Solanum lycopersicum	shoot	0.0062
_Control	J	Solanum lycopersicum	shoot	0.0048
_Control	J	Solanum lycopersicum	shoot	0.0053
_Control	J	Solanum lycopersicum	shoot	0.0051
_Control	J	Solanum lycopersicum	shoot	0.0071
_Control	J	Solanum lycopersicum	shoot	0.0051
_Control	J	Solanum lycopersicum	shoot	0.0076
_Control	J	Solanum lycopersicum	shoot	0.003
_Control	J	Solanum lycopersicum	shoot	0.0043
_Control	J	Solanum lycopersicum	shoot	0.0047
_Control	J	Solanum lycopersicum	shoot	0.0072
_Control	J	Solanum lycopersicum	shoot	0.0062
_Control	J	Solanum lycopersicum	shoot	0.0038
_Control	K	Capsicum annuum	shoot	0.0027
_Control	K	Capsicum annuum	shoot	0.0036
_Control	K	Capsicum annuum	shoot	0.0076
_Control	K	Capsicum annuum	shoot	0.0087
_Control	K	Capsicum annuum	shoot	0.0022
_Control	K	Capsicum annuum	shoot	0.0042
_Control	K	Capsicum annuum	shoot	0.0099
_Control	K	Capsicum annuum	shoot	0.0082
_Control	K	Capsicum annuum	shoot	0.0072
_Control	K	Capsicum annuum	shoot	0.0085
_Control	K	Capsicum annuum	shoot	0.0052
_Control	K	Capsicum annuum	shoot	0.0063
_Control	K	Capsicum annuum	shoot	0.0095
_Control	K	Capsicum annuum	shoot	0.0139
_Control	K	Capsicum annuum	shoot	0.0059
_Control	K	Capsicum annuum	shoot	0.0096
_Control	L	Zea mays	shoot	0.0155
_Control	L	Zea mays	shoot	0.0046
_Control	L	Zea mays	shoot	0.0121
_Control	L	Zea mays	shoot	0.0209
_Control	L	Zea mays	shoot	0.0131
_Control	L	Zea mays	shoot	0.0133
_Control	L	Zea mays	shoot	0.0176
_Control	L	Zea mays	shoot	0.0149
_Control	L	Zea mays	shoot	0.0182
_Control	L	Zea mays	shoot	0.0219
_Control	L	Zea mays	shoot	0.026
_Control	L	Zea mays	shoot	0.036
_Control	L	Zea mays	shoot	0.0139
_Control	L	Zea mays	shoot	0.0166
_Control	L	Zea mays	shoot	0.0236
_Control	L	Zea mays	shoot	0.0383
_Control	L	Zea mays	shoot	0.01
_Control	L	Zea mays	shoot	0.0163
_Control	L	Zea mays	shoot	0.0301
_Control	M	Triticum aestivum	shoot	0.0112
_Control	M	Triticum aestivum	shoot	0.0067
_Control	M	Triticum aestivum	shoot	0.008
_Control	M	Triticum aestivum	shoot	0.01
_Control	M	Triticum aestivum	shoot	0.007
_Control	M	Triticum aestivum	shoot	0.0163
_Control	M	Triticum aestivum	shoot	0.0076
_Control	M	Triticum aestivum	shoot	0.0084
_Control	M	Triticum aestivum	shoot	0.0054
_Control	M	Triticum aestivum	shoot	0.011
_Control	M	Triticum aestivum	shoot	0.0132
_Control	M	Triticum aestivum	shoot	0.0093
_Control	M	Triticum aestivum	shoot	0.0009
_Control	M	Triticum aestivum	shoot	0.0121
_Control	M	Triticum aestivum	shoot	0.0059
_Control	M	Triticum aestivum	shoot	0.0069
_Control	M	Triticum aestivum	shoot	0.0111
_Control	M	Triticum aestivum	shoot	0.0098
_Control	M	Triticum aestivum	shoot	0.0053
_Control	M	Triticum aestivum	shoot	0.0128
_Control	M	Triticum aestivum	shoot	0.0073
_Control	N	Pisum sativum	shoot	0.0171
_Control	N	Pisum sativum	shoot	0.0191
_Control	N	Pisum sativum	shoot	0.0163
_Control	N	Pisum sativum	shoot	0.0376
_Control	N	Pisum sativum	shoot	0.055
_Control	N	Pisum sativum	shoot	0.015
_Control	N	Pisum sativum	shoot	0.0232
_Control	N	Pisum sativum	shoot	0.0292
_Control	N	Pisum sativum	shoot	0.0174
_Control	N	Pisum sativum	shoot	0.0259
_Control	N	Pisum sativum	shoot	0.0204
_Control	N	Pisum sativum	shoot	0.0184
_Control	N	Pisum sativum	shoot	0.0225
_Control	N	Pisum sativum	shoot	0.0168
_Control	N	Pisum sativum	shoot	0.0168
_Control	N	Pisum sativum	shoot	0.0095
_Control	O	Vicia faba	shoot	0.1386
_Control	O	Vicia faba	shoot	0.1436
_Control	O	Vicia faba	shoot	0.0975
_Control	O	Vicia faba	shoot	0.1179
_Control	O	Vicia faba	shoot	0.0661
_Control	O	Vicia faba	shoot	0.0877
_Control	O	Vicia faba	shoot	0.0928
_Control	O	Vicia faba	shoot	0.1043
_Control	O	Vicia faba	shoot	0.0636
_Control	O	Vicia faba	shoot	0.0819
_Control	O	Vicia faba	shoot	0.061
_Control	O	Vicia faba	shoot	0.0847
_Control	O	Vicia faba	shoot	0.0904
_Control	O	Vicia faba	shoot	0.0621
_Control	O	Vicia faba	shoot	0.1139
_Control	O	Vicia faba	shoot	0.125
_Control	O	Vicia faba	shoot	0.0698
_Control	O	Vicia faba	shoot	0.161
_Control	O	Vicia faba	shoot	0.0774
_Control	O	Vicia faba	shoot	0.0708
_Control	O	Vicia faba	shoot	0.0822
_Control	O	Vicia faba	shoot	0.1707
_Control	O	Vicia faba	shoot	0.1018
_Control	O	Vicia faba	shoot	0.1002
_Control	O	Vicia faba	shoot	0.0718
_Control	P	Fagopyrum esculentum	shoot	0.0119
